generic,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route,route_label,route_PO,route_IM,route_IV,generic_label,min_dose_dw_mg_minmax,max_dose_dw_mg_minmax,min_dose_dd_mg_minmax,max_dose_dd_mg_minmax,min_dose_dw_iu_minmax,max_dose_dw_iu_minmax,min_dose_dd_iu_minmax,max_dose_dd_iu_minmax,limit_mg_minmax,limit_iu_minmax,min_age_d_zscore,max_age_d_zscore,min_age_m_zscore,max_age_m_zscore,min_age_y_zscore,max_age_y_zscore,min_weight_zscore,max_weight_zscore
Cephradine,0.0,999.0,9.0,999.0,0.0,11.0,0.0,999.0,25.0,50.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,32,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.18739517986298282,0.37730190965789384,6.01761565354602,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Chloramphenicol,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,50.0,100.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,33,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Chloramphenicol,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,33,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Chloramphenicol,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,33,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV,2,0,0,1,34,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1500.0,0.0,0.0,PO,0,1,0,0,34,0.0,0.0,0.037037037037037035,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,30.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,34,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,34,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,40.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,34,0.05925925925925926,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ciprofloxacin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,34,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV,2,0,0,1,35,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1500.0,0.0,0.0,PO,0,1,0,0,35,0.0,0.0,0.037037037037037035,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,30.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,35,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,35,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,40.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,35,0.05925925925925926,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ciprofloxacin Hydrochloride,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,35,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Clarithromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,36,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Clarithromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,22.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,36,0.044444444444444446,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Clindamycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1800.0,0.0,0.0,PO,0,1,0,0,37,0.0,0.0,0.044444444444444446,0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Clindamycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,3600.0,0.0,0.0,IV,2,0,0,1,37,0.0,0.0,0.06666666666666667,0.21333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Clindamycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,37,0.02962962962962963,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Clindamycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,37,0.07407407407407407,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Clindamycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,37,0.07407407407407407,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Cloxacillin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,38,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Dapsone,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,300.0,0.0,0.0,PO,0,1,0,0,39,0.0,0.0,0.003703703703703704,0.017777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Dapsone,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,39,0.002962962962962963,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Demeclocycline Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,900.0,0.0,0.0,PO,0,1,0,0,40,0.0,0.0,0.044444444444444446,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Demeclocycline Hydrochloride,0.0,999.0,0.0,999.0,8.0,11.0,0.0,999.0,7.0,13.0,0.0,0.0,600.0,0.0,600.0,900.0,0.0,0.0,PO,0,1,0,0,40,0.02074074074074074,0.028888888888888888,0.044444444444444446,0.05333333333333334,0.0,0.0,0.0,0.0,0.025,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.30583093796122235,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Dicloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,PO,0,1,0,0,41,0.0,0.0,0.037037037037037035,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Dicloxacillin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,41,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Dicloxacillin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,41,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Doripenem,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,IV,2,0,0,1,42,0.0,0.0,0.1111111111111111,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Doxycycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,0.0,0.0,IV,2,0,0,1,43,0.0,0.0,0.007407407407407408,0.011851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Doxycycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,0.0,0.0,PO,0,1,0,0,43,0.0,0.0,0.007407407407407408,0.011851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Doxycycline,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,43,0.005925925925925926,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Doxycycline,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,43,0.005925925925925926,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ertapenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IM,1,0,1,0,44,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ertapenem,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IV,2,0,0,1,44,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ertapenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,44,0.05925925925925926,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Ertapenem,0.0,999.0,3.0,999.0,0.0,11.0,0.0,999.0,20.0,45.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,44,0.05925925925925926,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,1.7029103218748487,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Erythromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,IV,2,0,0,1,45,0.0,0.0,0.07407407407407407,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Erythromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,45,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Erythromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,20.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,45,0.044444444444444446,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Erythromycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,45,0.11851851851851852,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Erythromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,45,0.02962962962962963,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Erythromycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,40.0,50.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,45,0.11851851851851852,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Ethambutol,0.0,999.0,0.0,999.0,13.0,120.0,0.0,999.0,15.0,25.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,46,0.044444444444444446,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.0936601878076626,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,IM,1,0,1,0,47,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,IV,2,0,0,1,47,0.0,0.0,0.07407407407407407,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,47,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IM,1,0,1,0,47,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.639564161854506,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,IV,2,0,0,1,47,0.0,0.0,0.037037037037037035,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.639564161854506,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Flucloxacillin,0.0,999.0,0.0,999.0,2.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,47,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.639564161854506,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,IM,1,0,1,0,47,0.0,0.0,0.018518518518518517,0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5950909993980092,-0.21161086047820044,0.22560337934673835
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,0.0,0.0,IV,2,0,0,1,47,0.0,0.0,0.018518518518518517,0.005925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5950909993980092,-0.21161086047820044,0.22560337934673835
Flucloxacillin,29.0,999.0,0.0,999.0,0.0,2.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,PO,0,1,0,0,47,0.0,0.0,0.018518518518518517,0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5950909993980092,-0.21161086047820044,0.22560337934673835
Fosfomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,16000.0,0.0,0.0,IV,2,0,0,1,48,0.0,0.0,0.8888888888888888,0.9481481481481482,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Fosfomycin,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,48,0.5925925925925926,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Fosfomycin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,48,0.5925925925925926,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5982235152597329,-0.21161086047820044,0.22560337934673835
Fosfomycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,200.0,266.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,48,0.5925925925925926,0.5926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Fusidic Acid,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,0.0,IM,1,0,1,0,49,0.0,0.0,0.1111111111111111,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
