generic,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route,route_label,route_PO,route_IM,route_IV,generic_label,min_dose_dw_mg_minmax,max_dose_dw_mg_minmax,min_dose_dd_mg_minmax,max_dose_dd_mg_minmax,min_dose_dw_iu_minmax,max_dose_dw_iu_minmax,min_dose_dd_iu_minmax,max_dose_dd_iu_minmax,limit_mg_minmax,limit_iu_minmax,min_age_d_zscore,max_age_d_zscore,min_age_m_zscore,max_age_m_zscore,min_age_y_zscore,max_age_y_zscore,min_weight_zscore,max_weight_zscore
Nitrofurantoin + Nitrofurantoin Microcrystals,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,0.0,0.0,PO,0,1,0,0,63,0.0,0.0,0.003703703703703704,0.011851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Nystatin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,PO,0,1,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,1.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Nystatin,0.0,999.0,0.0,999.0,1.0,18.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,2400000.0,PO,0,1,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5449707456104302,-0.21161086047820044,0.22560337934673835
Nystatin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,800000.0,PO,0,1,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.26666666666666666,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5982235152597329,-0.21161086047820044,0.22560337934673835
Ofloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,PO,0,1,0,0,65,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ofloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,IV,2,0,0,1,65,0.0,0.0,0.02962962962962963,0.047407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ornidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1500.0,0.0,0.0,PO,0,1,0,0,66,0.0,0.0,0.037037037037037035,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Ornidazole,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,66,0.02962962962962963,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Oxytetracycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,67,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Pefloxacin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1200.0,0.0,0.0,PO,0,1,0,0,68,0.0,0.0,0.05925925925925926,0.07111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Phenoxymethyl  Penicillin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,69,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Phenoxymethyl  Penicillin,0.0,999.0,0.0,999.0,1.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,PO,0,1,0,0,69,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.7971300118237942,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Phenoxymethyl  Penicillin,29.0,999.0,0.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,PO,0,1,0,0,69,0.0,0.0,0.018518518518518517,0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,6.7379346529495505,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,-0.5982235152597329,-0.21161086047820044,0.22560337934673835
Piperacillin + Tazobactam,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,16875.0,0.0,0.0,IV,2,0,0,1,70,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Piperacillin + Tazobactam,0.0,999.0,9.0,999.0,0.0,11.0,39.6,999.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,16875.0,0.0,0.0,IV,2,0,0,1,70,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,6.01761565354602,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,3.1318536342459424,0.22560337934673835
Piperacillin + Tazobactam,0.0,999.0,9.0,999.0,0.0,11.0,0.0,39.5,337.5,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,6.01761565354602,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,-4.474080111402764
Piperacillin + Tazobactam,0.0,999.0,2.0,9.0,0.0,999.0,0.0,999.0,80.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,70,0.23703703703703705,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,-11.901110026559964,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Piperacillin + Tazobactam,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,200.0,300.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,70,0.5925925925925926,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Pivmecillinam,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,600.0,0.0,0.0,PO,0,1,0,0,71,0.0,0.0,0.02962962962962963,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Pivmecillinam,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,71,0.05925925925925926,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Pyrazinamide,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,72,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Pyrazinamide,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,72,0.044444444444444446,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Rifampicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,0.0,0.0,IV,2,0,0,1,73,0.0,0.0,0.022222222222222223,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Rifampicin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,0.0,0.0,PO,0,1,0,0,73,0.0,0.0,0.022222222222222223,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Rifampicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,73,0.05925925925925926,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Rifampicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,73,0.02962962962962963,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Rifampicin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,73,0.02962962962962963,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Rifampicin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,20.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,73,0.02962962962962963,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Rifaximin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,0.0,PO,0,1,0,0,74,0.0,0.0,0.044444444444444446,0.07111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Rifaximin,0.0,999.0,0.0,999.0,3.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,600.0,0.0,0.0,PO,0,1,0,0,74,0.0,0.0,0.014814814814814815,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.481998311885218,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Roxithromycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,450.0,0.0,0.0,PO,0,1,0,0,75,0.0,0.0,0.022222222222222223,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Roxithromycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,75,0.014814814814814815,0.017777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Secnidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,PO,0,1,0,0,76,0.0,0.0,0.14814814814814814,0.23703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Sparfloxacin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO,0,1,0,0,77,0.0,0.0,0.014814814814814815,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Streptomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IM,1,0,1,0,78,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Streptomycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,0.0,0.0,IV,2,0,0,1,78,0.0,0.0,0.037037037037037035,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Streptomycin,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,15.0,30.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,78,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Tedizolid Phosphate,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO,0,1,0,0,79,0.0,0.0,0.014814814814814815,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Tedizolid Phosphate,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,IV,2,0,0,1,79,0.0,0.0,0.014814814814814815,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Teicoplanin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,80,0.017777777777777778,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Teicoplanin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,PO,0,1,0,0,80,0.0,0.0,0.014814814814814815,0.023703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Teicoplanin,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,80,0.017777777777777778,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Tetracycline Hydrochloride,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,81,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Tetracycline Hydrochloride,0.0,999.0,0.0,999.0,8.0,11.0,0.0,999.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,81,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.30583093796122235,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Tigecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,IV,2,0,0,1,82,0.0,0.0,0.003703703703703704,0.005925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Tigecycline,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,PO,0,1,0,0,82,0.0,0.0,0.003703703703703704,0.005925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Tigecycline,0.0,999.0,0.0,999.0,8.0,11.0,0.0,999.0,2.4,3.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,82,0.007111111111111111,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.30583093796122235,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Tinidazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,PO,0,1,0,0,83,0.0,0.0,0.07407407407407407,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Tinidazole,0.0,999.0,0.0,999.0,3.0,11.0,0.0,999.0,50.0,100.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,83,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,-0.481998311885218,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Tobramycin,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,84,0.008888888888888889,0.015555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Trimethoprim,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,PO,0,1,0,0,85,0.0,0.0,0.003703703703703704,0.005925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Trimethoprim + Sulphamethoxazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,PO,0,1,0,0,86,0.0,0.0,0.005925925925925926,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Trimethoprim + Sulphamethoxazole,0.0,999.0,0.0,999.0,12.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,IV,2,0,0,1,86,0.0,0.0,0.005925925925925926,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,0.9360943378383746,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Trimethoprim + Sulphamethoxazole,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,PO,0,1,0,0,86,0.0,0.0,0.005925925925925926,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Trimethoprim + Sulphamethoxazole,0.0,999.0,2.0,999.0,0.0,11.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,320.0,0.0,0.0,IV,2,0,0,1,86,0.0,0.0,0.005925925925925926,0.018962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.9837927665963203,0.08347851022041938,-0.9546958617930822,-0.5668983566424961,-0.21161086047820044,0.22560337934673835
Vancomycin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2500.0,0.0,0.0,IV,2,0,0,1,87,0.0,0.0,0.037037037037037035,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Vancomycin,0.0,999.0,0.0,999.0,18.0,120.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2000.0,0.0,0.0,PO,0,1,0,0,87,0.0,0.0,0.037037037037037035,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,-0.4544423439607368,0.08347851022041938,1.881489437654103,-0.22545412771461357,-0.21161086047820044,0.22560337934673835
Vancomycin,0.0,999.0,1.0,999.0,0.0,18.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,87,0.08888888888888889,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5449707456104302,-0.21161086047820044,0.22560337934673835
Vancomycin,1.0,29.0,0.0,999.0,0.0,999.0,0.0,999.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,87,0.02962962962962963,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140929713055281,-2.6373148813851555,-0.4544423439607368,0.08347851022041938,-0.9546958617930822,2.5280273147405126,-0.21161086047820044,0.22560337934673835
Vancomycin,0.0,999.0,1.0,999.0,0.0,18.0,0.0,999.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,0,1,0,0,87,0.08888888888888889,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18739517986298282,0.37730190965789384,0.26467521131779176,0.08347851022041938,-0.9546958617930822,-0.5449707456104302,-0.21161086047820044,0.22560337934673835
